bank_transaction_id,bank_transaction_description,bank_transaction_amount,bank_transaction_type
21786650,20Jul19 Apple Pay amznmktplace,-41.04,MPO
21786651,TRAVELODGE ON 2019-7-29,-29.18,MPO
21786652,Fin: CONTACTLESS 11Aug19 uber,-59.02,DEB
21786653,CARD PAYMENT HALFORDS,-73.47,DEB
21786654,VIA MOBILE 12Jul19 stgcoach,-26.57,MPO
21786655,Fin:  ryanair,-30.67,CSH
21786656,RINGGO,-22.81,DEB
21786657,Sundry debit:   TFL.GOV,-19.63,DEB
21786658,BEST WESTERN,-19.58,DEB
21786659,lner,-32.01,CSH
21786660,SUNDRY DEBIT CONTACTLESS  TFL ROAD,-56.24,DEB
21786661,CARD PAYMENT tfl.gov,-30.34,DEB
21786662,30Jul19 OYSTER,-57.5,DEB
21786663,Fin:  amznmktplace,-47.31,DEB
21786664,SUNDRY DEBIT metrolink 10Aug19,-46.11,CSH
21786665,ON 6 Jul CARD PAYMENT tfl travel,-9.45,DEB
21786666,SUNDRY DEBIT   PREMIER INN,-49.48,DEB
21786667,amznmktplace,-54.46,CSH
21786668,ON 28 Jul lner Apple Pay,-35.18,MPO
21786669,Sundry debit: TRANSPORT FOR LONDON Apple Pay,-23.65,MPO
21786670,CARD PAYMENT OYSTER,-18.88,DEB
21786671,Apple Pay  virgin trains,-27.27,MPO
21786672,travelodge  VIA MOBILE,-0.85,MPO
21786673,SUNDRY DEBIT easyjet  CARD PAYMENT,-39.56,DEB
21786674,MACDONALD HOTELS ON 2019-8-25 VIA MOBILE,-24.7,MPO
21786675,CONTACTLESS ON 2019-7-28 c2c,-11.79,DEB
21786676,tfl travel,-19.21,DEB
21786677,CARD PAYMENT enterprise rent a,-49.7,DEB
21786678,Fin: CARD PAYMENT 25Aug19 ENTERPRISE RENT A,-84.11,DEB
21786679,CONTACTLESS  british airways,-22.51,DEB
21786680,Fin: 11Jul19  STAGECOACH,-55.02,CSH
21786681,Sundry debit:  ON 21 Aug LNE RAILWAY,-19.94,CSH
21786682,great western railway  CONTACTLESS,-7.87,DEB
21786683,best western CONTACTLESS,-51.14,DEB
21786684,ON 2019-8-28 stgcoach,-40.65,CSH
21786685,uber,-45.7,CSH
21786686,CONTACTLESS tfl.gov,-29.1,DEB
21786687,SUNDRY DEBIT 10Aug19  LNE RAILWAY,-46.98,DEB
21786688,easyjet ON 2019-8-7,-21.94,DEB
21786689,Sundry debit:   LNER,-13.9,DEB
21786690,Sundry debit: 18Jul19 LUL TICKET CARD PAYMENT,-21.31,DEB
21786691,ON 21 Aug VIA MOBILE OYSTER,-33.89,MPO
21786692,VIRGIN TRAINS,-23.22,DEB
21786693,SUNDRY DEBIT CONTACTLESS stgcoach,-49.24,DEB
21786694,Fin:  23Aug19 TFL TRAVEL,-13.23,DEB
21786695,Fin: TAXI CONTACTLESS ON 2019-8-29,-29.72,DEB
21786696,SCOTRAIL CARD PAYMENT 17Jul19,-51.61,DEB
21786697,SUNDRY DEBIT tfl travel CONTACTLESS,-50.86,DEB
21786698,Fin: RYANAIR  23Jul19,-20.18,MPO
21786699,Sundry debit: ringgo mobile parking,-62.07,DEB
21786700,CONTACTLESS 9Aug19 VIRGIN TRAINS,-26.68,DEB
21786701,ON 31 Jul  travelodge,-40.14,DEB
21786702,Sundry debit: TFL TRAVEL,-41.82,DEB
21786703,Fin: ON 2019-8-4 STAGECOACH,-42.63,CSH
21786704,great western railway  CONTACTLESS,-32.09,DEB
21786705,Sundry debit: ON 22 Jul UBER,-41.8,DEB
21786706,CROSS COUNTRY 8Jul19,-34.82,DEB
21786707,gwr,-17.79,DEB
21786708,SUNDRY DEBIT ncp ON 13 Jul CONTACTLESS,-31.76,DEB
21786709,18Jul19 trainline,-27.32,DEB
21786710,TRANSPORT FOR LONDON Cash at Transact,-21.0,CSH
21786711,ON 2019-7-11 UBER CONTACTLESS,-58.75,DEB
21786712,SUNDRY DEBIT  CARD PAYMENT tfl travel,-17.75,DEB
21786713,Fin: fuel service station 12Jul19,-31.01,DEB
21786714,CONTACTLESS transport for london,-30.04,DEB
21786715,12Jul19 ncp,-37.06,DEB
21786716,SUNDRY DEBIT 29Jul19  halfords,-3.17,DEB
21786717,ON 25 Aug southern railw,-50.82,CSH
21786718,Sundry debit: OYSTER,-18.9,DEB
21786719,Sundry debit: STAGECOACH Cash at Transact,-28.82,CSH
21786720,SUNDRY DEBIT CONTACTLESS  easyjet,-51.09,DEB
21786721,TRAVELODGE,-7.88,MPO
21786722,premier inn,-4.38,MPO
21786723,INDIGO ON 2019-7-19,-38.07,CSH
21786724,ringgo Apple Pay,-43.93,MPO
21786725,Fin:  TRAVELODGE,-29.93,MPO
21786726,SUNDRY DEBIT TFL TRAVEL,-39.42,DEB
21786727,SUNDRY DEBIT   whetherspoons,-14.74,CSH
21786728,ON 20 Jul PREMIER INN,-64.92,CSH
21786729,Sundry debit: CONTACTLESS virgin trains ON 2019-7-15,-33.41,DEB
21786730,whetherspoons ON 2019-7-13 CONTACTLESS,-36.46,DEB
21786731,VIA MOBILE ONLINE AMZNMKTPLACE,-43.26,MPO
21786732,SUNDRY DEBIT  UBER,-47.31,MPO
21786733,VIA MOBILE ONLINE ON 4 Aug transport for london,-24.98,MPO
21786734,SCOTRAIL,-39.8,DEB
21786735,21Jul19 cross country CONTACTLESS,-17.91,DEB
21786736,Sundry debit: ON 2019-7-26 UBER CONTACTLESS,-68.24,DEB
21786737,SUNDRY DEBIT tfl travel,-60.74,DEB
21786738,Sundry debit:  CTYLINK CARD PAYMENT,-31.27,DEB
21786739,ON 2019-7-13 TRAVELODGE CARD PAYMENT,-38.26,DEB
21786740,FUEL SERVICE STATION CONTACTLESS,-16.89,DEB
21786741,GWR ON 27 Jul Cash at Transact,-16.39,CSH
21786742,Sundry debit:  national express CONTACTLESS,-43.31,DEB
21786743,ryanair,-22.03,MPO
21786744,CARD PAYMENT uber,-5.51,DEB
21786745,"diamond valeting, tyres & service  CONTACTLESS",-33.35,DEB
21786746,Sundry debit:   MACDONALD HOTELS,-39.69,DEB
21786747,17Jul19  NATIONAL EXPRESS,-41.94,CSH
21786748,ON 2019-7-2 VIA MOBILE ONLINE halfords,-68.8,MPO
21786749,14Aug19 VIA MOBILE ONLINE STAGECOACH,-17.28,MPO
21786750,tfl travel,-34.63,CSH
21786751,southeastern ON 6 Jul,-21.17,DEB
21786752,4Aug19 lufthansa,-43.42,DEB
21786753,Sundry debit: GREAT WESTERN RAILWAY  ON 2019-8-23,-62.78,DEB
21786754,19Aug19 ZIPCAR,-35.9,DEB
21786755,Fin:  indigo CONTACTLESS,-24.25,DEB
21786756,SMART PARKING CHELSEA LONDON,-24.03,DEB
21786757,12Jul19 transport for london,-21.45,DEB
21786758,ON 2019-7-27 BEST WESTERN CARD PAYMENT,-43.42,DEB
21786759,Sundry debit: CONTACTLESS tfl.gov ON 13 Jul,-39.28,DEB
21786760,Sundry debit:   CROSS COUNTRY,-54.74,CSH
21786761,CONTACTLESS ON 2019-8-21 HEATHROW EXPRESS,-53.33,DEB
21786762,Fin: trainline CARD PAYMENT ON 2019-8-9,-19.33,DEB
21786763,16Aug19 TRANSPORT FOR LONDON,-33.56,DEB
21786764,NCP,-40.24,CSH
21786765,27Aug19 Cash at Transact NATIONAL EXPRESS,-53.85,CSH
21786766,ON 2019-7-5 EASYJET,-31.67,MPO
21786767,BRITISH AIRWAYS ON 16 Jul Cash at Transact,-14.59,CSH
21786768,jurys inn 24Jul19 CONTACTLESS,-33.48,DEB
21786769,Fin: uber CARD PAYMENT ON 13 Jul,-31.21,DEB
21786770,CONTACTLESS zipcar,-35.68,DEB
21786771,Sundry debit: CARD PAYMENT  cross country,-32.02,DEB
21786772,CONTACTLESS 4Jul19 gatwick express,-43.7,DEB
21786773,Fin: trainline ON 25 Aug CARD PAYMENT,-65.18,DEB
21786774,SUNDRY DEBIT 10Aug19 FUEL SERVICE STATION CARD PAYMENT,-30.15,DEB
21786775,Apple Pay travelodge ON 25 Jul,-76.15,MPO
21786776,CARD PAYMENT ON 20 Jul EASYJET,-42.42,DEB
21786777,Sundry debit: Apple Pay  halfords,-32.46,MPO
21786778,GWR  30Aug19,-29.36,MPO
21786779,STAGECOACH 27Jul19,-30.69,CSH
21786780,SUNDRY DEBIT halfords,-25.24,DEB
21786781,Fin: ON 14 Jul SOUTHEASTERN,-5.95,MPO
21786782,TFL TRAVEL,-39.5,DEB
21786783,Sundry debit: amznmktplace 13Jul19 VIA MOBILE ONLINE,-38.16,MPO
21786784,citylink CONTACTLESS,-18.26,DEB
21786785,Fin: RYANAIR CARD PAYMENT,-42.83,DEB
21786786,CARD PAYMENT  TRAVELODGE,-25.43,DEB
21786787,EASYJET Apple Pay ON 5 Aug,-16.42,MPO
21786788,SUNDRY DEBIT CARD PAYMENT TFL.GOV ON 2019-7-14,-35.67,DEB
21786789,Fin: TRANSPORT FOR LONDON  CONTACTLESS,-49.95,DEB
21786790,ON 16 Jul amznmktplace,-14.93,DEB
21786791,Cash at Transact VIRGIN TRAINS 2Jul19,-43.89,CSH
21786792,Sundry debit: TAXI CARD PAYMENT,-53.03,DEB
21786793,fuel service station,-25.36,DEB
21786794,Sundry debit:   enterprise rent a,-26.47,CSH
21786795,SUNDRY DEBIT  CARD PAYMENT GWR,-12.87,DEB
21786796,CONTACTLESS best western,-41.42,DEB
21786797,CARD PAYMENT lner 25Jul19,-36.01,DEB
21786798,GWR CONTACTLESS,-45.52,DEB
21786799,enterprise rent a,-21.12,MPO
21786800,CARD PAYMENT TFL CYCLE,-17.83,DEB
21786801,TFL CYCLE  27Jul19,-18.79,DEB
21786802,ON 2019-7-14 CARD PAYMENT ringgo mobile parking,-36.6,DEB
21786803,Fin: ON 2019-7-11  TFL TRAVEL,-63.03,DEB
21786804,Fin: TFL.GOV,-48.72,DEB
21786805,Fin: ON 23 Jul lul ticket,-31.85,CSH
21786806,Sundry debit: indigo ON 2019-8-25,-42.85,CSH
21786807,Cash at Transact ON 2019-7-31 tfl travel,-49.25,CSH
21786808,Sundry debit: 6Jul19 LUFTHANSA VIA MOBILE,-11.57,MPO
21786809,Sundry debit:   tfl.gov,-26.11,DEB
21786810,Sundry debit: lne railway ON 2019-7-31,-3.73,MPO
21786811,Sundry debit: VIA MOBILE ON 9 Aug virgin trains,-14.05,MPO
21786812,Fin: ENTERPRISE RENT A ON 22 Jul CONTACTLESS,-28.09,DEB
21786813,Fin:   GWR,-33.38,CSH
21786814,metrolink,-72.56,MPO
21786815,SUNDRY DEBIT  tfl cycle,-32.04,CSH
21786816,UBER ON 2 Aug,-24.78,MPO
21786817,SABA UK ON 2019-7-24,-32.97,MPO
21786818,ON 2019-8-9  macdonald hotels,-50.91,DEB
21786819,INDIGO,-5.38,DEB
21786820,virgin trains,-47.12,CSH
21786821,ON 6 Jul c2c,-24.86,DEB
21786822,cross country CONTACTLESS,-59.84,DEB
21786823,TRAVELODGE 1Jul19,-11.6,MPO
21786824,jurys inn  ON 2019-7-15,-34.77,CSH
21786825,TFL TRAVEL  ON 2019-8-23,-25.72,CSH
21786826,SMART PARKING CHELSEA LONDON ON 2019-8-23 Apple Pay,-33.3,MPO
21786827,Fin:  uber,-12.12,CSH
21786828,TRAINLINE  ON 2019-7-14,-39.71,DEB
21786829,europcar ON 2019-8-13,-12.11,DEB
21786830,HALFORDS  ON 2019-8-4,-15.41,DEB
21786831,ON 2019-8-14 VIA MOBILE ONLINE whetherspoons,-32.61,MPO
21786832,indigo 23Jul19,-13.35,MPO
21786833,SUNDRY DEBIT ON 29 Jul tfl travel,-39.35,DEB
21786834,CONTACTLESS southeastern,-37.93,DEB
21786835,SUNDRY DEBIT   lne railway,-37.51,CSH
21786836,ON 2019-7-11 TRAVELODGE,-37.55,MPO
21786837,eurostar 29Aug19,-23.62,MPO
21786838,16Jul19 CARD PAYMENT STAGECOACH,-40.54,DEB
21786839,smart parking chelsea london CONTACTLESS,-59.67,DEB
21786840,LNE RAILWAY ON 16 Aug CONTACTLESS,-56.64,DEB
21786841,SUNDRY DEBIT citylink  CARD PAYMENT,-10.76,DEB
21786842,SUNDRY DEBIT tfl.gov,-4.13,DEB
21786843,7Aug19 trainline,-28.09,CSH
21786844,ON 19 Aug  RINGO,-33.72,DEB
21786845,easyjet,-20.18,DEB
21786846,METROLINK  CONTACTLESS,-14.34,DEB
21786847,Sundry debit:  GATWICK EXPRESS 25Aug19,-31.06,CSH
21786848,transport for london  CONTACTLESS,-38.61,DEB
21786849,CONTACTLESS 4Aug19 WIZZ AIR,-47.84,DEB
21786850,Fin: CONTACTLESS  SOUTHERN RAILW,-60.07,DEB
21786851,TRAVELODGE ON 14 Aug,-46.78,DEB
21786852,Sundry debit: easyjet CONTACTLESS,-70.23,DEB
21786853,Sundry debit: VIA MOBILE ONLINE  TESCO GARAGE PETROL,-28.89,MPO
21786854,SUNDRY DEBIT uber,-14.8,DEB
21786855,tfl travel,-15.81,DEB
21786856,Cash at Transact enterprise rent a,-29.85,CSH
21786857,ON 2019-7-30 ryanair Apple Pay,-37.73,MPO
21786858,SUNDRY DEBIT  TFL.GOV CARD PAYMENT,-50.47,DEB
21786859,Fin:  TAXI CONTACTLESS,-37.17,DEB
21786860,PREMIER INN Apple Pay,-30.84,MPO
21786861,Sundry debit: 3Jul19  great western railway,-37.31,DEB
21786862,SUNDRY DEBIT tfl.gov ON 2019-8-12 CONTACTLESS,-5.46,DEB
21786863,Sundry debit: AMZNMKTPLACE CONTACTLESS 26Jul19,-22.54,DEB
21786864,halfords CARD PAYMENT,-36.81,DEB
21786865,Sundry debit: TRAINLINE  ON 22 Jul,-20.43,DEB
21786866,indigo 15Aug19,-40.89,MPO
21786867,tfl travel  CARD PAYMENT,-51.43,DEB
21786868,TRAVELODGE  CONTACTLESS,-31.59,DEB
21786869,GATWICK EXPRESS ON 2019-7-19 CONTACTLESS,-28.68,DEB
21786870,CARD PAYMENT ringgo,-9.92,DEB
21786871,Sundry debit: CARD PAYMENT KLM,-16.33,DEB
21786872,gatwick express,-65.4,DEB
21786873,Fin: ON 2019-7-26 CARD PAYMENT citylink,-27.32,DEB
21786874,Sundry debit: CARD PAYMENT GWR,-55.49,DEB
21786875,SUNDRY DEBIT TRAVELODGE ON 2019-7-20,-47.07,CSH
21786876,ON 3 Aug lne railway,-2.03,DEB
21786877,ON 9 Aug metrolink,-53.85,DEB
21786878,LNE RAILWAY,-17.26,DEB
21786879,cross country ON 20 Jul,-21.27,MPO
21786880,Sundry debit: ON 15 Jul easyjet,-48.96,CSH
21786881,SUNDRY DEBIT TFL TRAVEL Apple Pay ON 10 Aug,-12.41,MPO
21786882,macdonald hotels  CARD PAYMENT,-44.92,DEB
21786883,CMT UK LTD  ON 9 Aug,-25.1,MPO
21786884,SUNDRY DEBIT ON 2019-7-30 RYANAIR,-6.55,DEB
21786885,Fin:  26Jul19 lner,-23.33,DEB
21786886,TRANSPORT FOR LONDON  1Aug19,-45.57,MPO
21786887,ON 2019-8-29  LNER,-38.77,CSH
21786888,CARD PAYMENT cross country 1Aug19,-40.86,DEB
21786889,ON 5 Jul  ford,-41.77,DEB
21786890,LOTHIAN BUSES,-27.46,CSH
21786891,Sundry debit:  LNER,-34.63,CSH
21786892,Sundry debit: 18Aug19  great western railway,-23.13,MPO
21786893,Fin:  TRAVELODGE Apple Pay,-62.04,MPO
21786894,"SUNDRY DEBIT  diamond valeting, tyres & service VIA MOBILE ONLINE",-18.61,MPO
21786895,ON 2019-7-6 RYANAIR CONTACTLESS,-25.83,DEB
21786896,Fin: 8Aug19 travelodge CARD PAYMENT,-39.88,DEB
21786897,FUEL SERVICE STATION VIA MOBILE ONLINE,-46.16,MPO
21786898,TFL TRAVEL,-26.85,MPO
21786899,Fin:   METROLINK,-33.11,DEB
21786900,MACDONALD HOTELS,-21.96,MPO
21786901,SUNDRY DEBIT  halfords Cash at Transact,-47.29,CSH
21786902,OYSTER,-9.26,DEB
21786903,AMZNMKTPLACE,-34.11,CSH
21786904,taxi  ON 27 Jul,-2.18,DEB
21786905,APCOA ON 12 Aug,-46.67,DEB
21786906,CONTACTLESS  LNER,-5.86,DEB
21786907,Sundry debit: RINGGO ON 24 Aug,-51.57,CSH
21786908,TRAINLINE,-64.56,MPO
21786909,MACDONALD HOTELS  26Jul19,-6.45,CSH
21786910,Fin:   TESCO GARAGE PETROL,-24.57,DEB
21786911,Fin: tfl.gov ON 2019-7-18,-5.52,CSH
21786912,Fin:  west coast,-48.53,DEB
21786913,Sundry debit: ON 31 Jul uber CONTACTLESS,-9.43,DEB
21786914,enterprise rent a ON 2019-7-30,-35.79,DEB
21786915,30Jul19 VIA MOBILE RYANAIR,-39.12,MPO
21786916,taxi,-38.27,DEB
21786917,SUNDRY DEBIT BRITISH AIRWAYS  31Jul19,-70.33,DEB
21786918,ON 10 Aug BRITISH AIRWAYS CONTACTLESS,-78.22,DEB
21786919,great western railway  CARD PAYMENT,-3.95,DEB
21786920,SUNDRY DEBIT  VIRGIN TRAINS,-39.98,CSH
21786921,SUNDRY DEBIT   taxi,-50.68,MPO
21786922,Fin: lne railway  CARD PAYMENT,-20.1,DEB
21786923,Fin:   TFL TRAVEL,-71.1,MPO
21786924,TFW RAIL SERVICES  CONTACTLESS,-10.6,DEB
21786925,Sundry debit: taxi  ON 12 Jul,-46.28,DEB
21786926,Sundry debit:  premier inn ON 2019-8-7,-59.29,DEB
21786927,Fin: lne railway ON 14 Aug,-24.67,DEB
21786928,Fin: OYSTER ON 14 Aug,-26.02,CSH
21786929,Fin: transport for london,-34.56,CSH
21786930,ON 31 Jul CONTACTLESS C2C,-12.83,DEB
21786931,whetherspoons VIA MOBILE ONLINE 2Aug19,-7.02,MPO
21786932,virgin trains,-15.66,MPO
21786933,VIA MOBILE HALFORDS,-25.86,MPO
21786934,Fin: ON 2019-7-29 national express,-54.33,DEB
21786935,CONTACTLESS stagecoach,-10.78,DEB
21786936,ON 2019-8-19 mipermit ltd CONTACTLESS,-30.18,DEB
21786937,SUNDRY DEBIT  CITYMAPPER,-39.37,DEB
21786938,UBER VIA MOBILE,-34.22,MPO
21786939,Sundry debit: RYANAIR,-57.29,MPO
21786940,jurys inn,-19.96,DEB
21786941,lne railway CONTACTLESS,-34.8,DEB
21786942,TAXI,-34.91,MPO
21786943,ON 12 Jul  TFW RAIL SERVICES,-43.34,DEB
21786944,Fin:  ON 12 Jul TFL.GOV,-8.26,MPO
21786945,best western,-102.59,MPO
21786946,SUNDRY DEBIT  TRAVELODGE 9Jul19,-38.88,DEB
21786947,CONTACTLESS  EUROPCAR,-37.58,DEB
21786948,CTYLINK,-40.98,DEB
21786949,OYSTER ON 9 Jul CARD PAYMENT,-53.28,DEB
21786950,Fin: CONTACTLESS  lner,-26.27,DEB
21786951,Fin: ON 6 Jul CARD PAYMENT ford,-42.01,DEB
21786952,SUNDRY DEBIT CARD PAYMENT lner,-13.18,DEB
21786953,Apple Pay amznmktplace,-50.85,MPO
21786954,Fin:  lner,-9.81,DEB
21786955,Sundry debit: ON 2019-8-15 trainline,-11.75,MPO
21786956,Apple Pay PREMIER INN 25Jul19,-43.32,MPO
21786957,Fin: ON 2019-8-31 uber,-57.08,MPO
21786958,ryanair ON 5 Aug,-55.87,MPO
21786959,SUNDRY DEBIT ON 2019-7-14  tfl.gov,-7.25,MPO
21786960,AMZNMKTPLACE  31Aug19,-15.36,MPO
21786961,TRAVELODGE ON 2019-8-19,-61.23,DEB
21786962,ON 2019-8-29 ENTERPRISE RENT A,-46.34,DEB
21786963,SUNDRY DEBIT   STAGECOACH,-2.54,MPO
21786964,CONTACTLESS GREAT WESTERN RAILWAY,-26.57,DEB
21786965,indigo ON 2019-7-28,-30.99,CSH
21786966,tfl.gov,-16.87,MPO
21786967,Fin:  ON 2019-8-3 CITYLINK,-9.91,DEB
21786968,SUNDRY DEBIT LNE RAILWAY CONTACTLESS 4Jul19,-3.81,DEB
21786969,ON 15 Aug easyjet,-19.14,CSH
21786970,stagecoach,-13.61,DEB
21786971,ON 17 Aug tfl.gov,-42.4,DEB
21786972,Sundry debit: ON 2019-7-3 TFL TRAVEL,-62.36,DEB
21786973,halfords,-27.92,MPO
21786974,Fin: RINGGO 27Aug19,-57.55,DEB
21786975,fuel service station,-50.82,DEB
21786976,europcar,-3.57,MPO
21786977,SMART PARKING CHELSEA LONDON,-47.78,MPO
21786978,5Jul19  stgcoach,-41.17,CSH
21786979,TFL.GOV,-54.29,DEB
21786980,SUNDRY DEBIT  ON 2019-8-23 VIRGIN TRAINS,-17.08,DEB
21786981,SUNDRY DEBIT RINGGO  25Aug19,-30.36,MPO
21786982,SUNDRY DEBIT fuel service station ON 2019-8-13,-24.98,DEB
21786983,ON 2019-7-24  fuel service station,-23.83,MPO
21786984,Cash at Transact OYSTER,-37.09,CSH
21786985,premier inn  CONTACTLESS,-55.21,DEB
21786986,SUNDRY DEBIT ENTERPRISE RENT A  9Aug19,-18.86,CSH
21786987,klm,-18.51,MPO
21786988,TFL TRAVEL,-28.2,DEB
21786989,ON 2019-7-24 lner VIA MOBILE ONLINE,-74.25,MPO
21786990,SUNDRY DEBIT GREAT WESTERN RAILWAY  CARD PAYMENT,-34.92,DEB
21786991,Sundry debit: Apple Pay  STAGECOACH,-24.43,MPO
21786992,SUNDRY DEBIT ON 2019-7-14 CONTACTLESS best western,-70.01,DEB
21786993,Sundry debit: oyster,-32.66,CSH
21786994,SUNDRY DEBIT   tfl.gov,-14.19,DEB
21786995,Sundry debit: BEST WESTERN,-40.02,DEB
21786996,Fin: CMT UK LTD ON 29 Aug CONTACTLESS,-14.41,DEB
21786997,transport for london  VIA MOBILE,-18.37,MPO
21786998,UBER  CARD PAYMENT,-54.14,DEB
21786999,SUNDRY DEBIT ringgo ON 2019-8-21,-21.31,DEB
21787000,JURYS INN CONTACTLESS 3Aug19,-13.96,DEB
21787001,ON 2019-7-28 west coast,-45.65,MPO
21787002,Sundry debit:  camden parking CARD PAYMENT,-14.77,DEB
21787003,Sundry debit: TFL TRAVEL VIA MOBILE,-23.65,MPO
21787004,fuel service station ON 17 Jul,-42.58,CSH
21787005,CARD PAYMENT  TAXI,-14.91,DEB
21787006,SUNDRY DEBIT VIA MOBILE ONLINE 16Aug19 trainline,-37.91,MPO
21787007,SUNDRY DEBIT jurys inn,-55.31,DEB
21787008,10Jul19  stgcoach,-67.69,CSH
21787009,Sundry debit:   METROLINK,-24.9,DEB
21787010,SOUTHERN RAILW,-21.22,MPO
21787011,ON 2019-7-26  RYANAIR,-41.01,DEB
21787012,ON 16 Jul macdonald hotels,-19.04,CSH
21787013,travelodge,-27.59,CSH
21787014,ON 2019-8-20 lul ticket,-40.59,MPO
21787015,Fin: ON 2019-7-6 travelodge CONTACTLESS,-51.15,DEB
21787016,12Jul19 TRAVELODGE,-29.02,DEB
21787017,amznmktplace,-22.96,MPO
21787018,VIA MOBILE  tfl travel,-32.67,MPO
21787019,CARD PAYMENT  TESCO GARAGE PETROL,-30.33,DEB
21787020,Sundry debit: 8Jul19 CONTACTLESS oyster,-36.27,DEB
21787021,Sundry debit: TRANSPORT FOR LONDON,-39.54,CSH
21787022,SUNDRY DEBIT CITYLINK CARD PAYMENT,-31.89,DEB
21787023,GWR,-30.02,DEB
21787024,UBER,-27.56,CSH
21787025,SUNDRY DEBIT southeastern  26Aug19,-34.63,DEB
21787026,UBER,-32.88,MPO
21787027,Sundry debit:  TRAVELODGE CONTACTLESS,-36.31,DEB
21787028,premier inn ON 9 Aug CONTACTLESS,-9.01,DEB
21787029,gatwick express ON 2019-8-8,-48.83,DEB
21787030,30Jul19 CONTACTLESS UBER,-16.51,DEB
21787031,tfl travel,-27.17,MPO
21787032,Fin: 4Jul19 tfl.gov,-7.72,CSH
21787033,GATWICK EXPRESS,-64.65,DEB
21787034,Sundry debit:  8Aug19 amznmktplace,-4.23,CSH
21787035,TRAVELODGE CONTACTLESS ON 29 Aug,-40.02,DEB
21787036,VIA MOBILE ONLINE 29Aug19 METROLINK,-19.16,MPO
21787037,CTYLINK  CONTACTLESS,-25.46,DEB
21787038,Sundry debit:  ringgo,-41.73,MPO
21787039,Sundry debit: CARD PAYMENT 11Jul19 OYSTER,-24.77,DEB
21787040,Fin:  lne railway,-48.94,MPO
21787041,CONTACTLESS ON 2019-7-11 TFL TRAVEL,-16.78,DEB
21787042,Cash at Transact 18Aug19 HEATHROW EXPRESS,-25.52,CSH
21787043,TFL.GOV  CARD PAYMENT,-41.14,DEB
21787044,TRAVELODGE 21Jul19 Apple Pay,-48.97,MPO
21787045,citylink,-64.24,DEB
21787046,TFL CYCLE  Cash at Transact,-50.06,CSH
21787047,Sundry debit: ON 2019-8-9 RINGGO CARD PAYMENT,-29.34,DEB
21787048,ford CONTACTLESS,-20.39,DEB
21787049,Fin:   TRANSPORT FOR LONDON,-39.7,CSH
21787050,Fin: 3Aug19  JURYS INN,-66.14,DEB
21787051,ON 15 Aug transport for london CARD PAYMENT,-4.18,DEB
21787052,SUNDRY DEBIT ENTERPRISE RENT A  ON 3 Jul,-44.59,CSH
21787053,SUNDRY DEBIT  HALFORDS ON 2019-8-24,-40.12,MPO
21787054,ON 2019-8-19  tfl road,-41.72,DEB
21787055,Sundry debit: west coast,-43.67,CSH
21787056,citymapper,-24.04,DEB
21787057,CONTACTLESS PREMIER INN,-28.74,DEB
21787058,ON 23 Jul fuel service station,-47.63,DEB
21787059,SUNDRY DEBIT   HALFORDS,-11.28,DEB
21787060,Sundry debit: ON 25 Aug stagecoach Apple Pay,-18.64,MPO
21787061,RINGGO MOBILE PARKING  ON 2019-7-14,-54.59,CSH
21787062,Cash at Transact 15Aug19 tfl travel,-27.05,CSH
21787063,31Aug19 cross country,-70.75,DEB
21787064,GATWICK EXPRESS ON 15 Aug,-44.31,DEB
21787065,ON 19 Jul  TRAVELODGE,-49.97,CSH
21787066,TRAVELODGE  VIA MOBILE ONLINE,-4.83,MPO
21787067,TFL TRAVEL 25Aug19 CARD PAYMENT,-4.38,DEB
21787068,Sundry debit:  ON 17 Jul EASYJET,-30.98,DEB
21787069,jurys inn,-33.4,MPO
21787070,Sundry debit: GREAT WESTERN RAILWAY,-67.64,DEB
21787071,ON 19 Jul EUROPCAR Cash at Transact,-36.22,CSH
21787072,ON 20 Aug Apple Pay lne railway,-6.19,MPO
21787073,Sundry debit: ON 2019-8-24 tfl travel CARD PAYMENT,-4.4,DEB
21787074,LNER,-24.9,DEB
21787075,Fin: VIA MOBILE ON 7 Jul travelodge,-38.35,MPO
21787076,OYSTER,-61.01,MPO
21787077,ON 2019-7-15  tfl travel,-38.7,DEB
21787078,VIA MOBILE ON 20 Jul tfl.gov,-32.79,MPO
21787079,ON 2019-8-2 scotrail Cash at Transact,-54.05,CSH
21787080,Fin: ON 2019-8-27 CONTACTLESS EUROPCAR,-38.08,DEB
21787081,Fin: 25Jul19 CONTACTLESS NATIONAL EXPRESS,-24.53,DEB
21787082,Sundry debit:  1Aug19 BRITISH AIRWAYS,-34.61,DEB
21787083,RINGGO,-9.75,DEB
21787084,metrolink,-37.15,DEB
21787085,SUNDRY DEBIT   lne railway,-20.11,DEB
21787086,Sundry debit: virgin trains,-1.61,DEB
21787087,CARD PAYMENT LNE RAILWAY,-32.52,DEB
21787088,CONTACTLESS  AMZNMKTPLACE,-39.33,DEB
21787089,TRAVELODGE,-70.14,DEB
21787090,SUNDRY DEBIT TRAVELODGE  CARD PAYMENT,-22.51,DEB
21787091,CARD PAYMENT ON 7 Jul GWR,-18.91,DEB
21787092,CARD PAYMENT CROSS COUNTRY ON 2019-7-27,-70.1,DEB
21787093,ON 2019-8-15 travelodge,-36.31,CSH
21787094,SUNDRY DEBIT VIA MOBILE ONLINE  LNE RAILWAY,-76.21,MPO
